Local time in Romulus / Detroit (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
31.05.2022 10:53;29.0;745.2;761.7;51;Wind blowing from the west-southwest;8;12;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;18.0
31.05.2022 9:53;28.0;745.7;762.3;55;Wind blowing from the south-west;7;;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;18.0
31.05.2022 8:53;27.0;745.8;762.5;62;Wind blowing from the south-west;8;;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;19.0
31.05.2022 7:53;26.0;746.1;762.8;61;Wind blowing from the south-west;6;11;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 7500 m;16.0;18.0
31.05.2022 6:53;23.0;745.6;762.5;74;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 1800 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 7500 m;16.0;18.0
31.05.2022 5:53;21.0;745.3;762.3;78;Wind blowing from the south;3;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 7500 m;16.0;17.0
31.05.2022 4:53;21.0;744.7;761.7;78;Wind blowing from the south;2;;;;Few clouds (10-30%) 4200 m, overcast (100%) 7500 m;16.0;17.0
31.05.2022 3:53;21.0;744.5;761.5;78;Wind blowing from the south-southwest;2;;;;Overcast (100%) 7500 m;16.0;17.0
31.05.2022 2:53;21.0;744.5;761.5;78;Wind blowing from the south-southwest;3;;;;Broken clouds (60-90%) 7500 m;16.0;17.0
31.05.2022 1:53;22.0;744.6;761.5;73;Wind blowing from the south-southwest;3;;;;Broken clouds (60-90%) 7500 m;16.0;17.0
31.05.2022 0:53;23.0;744.4;761.2;69;Wind blowing from the south;4;;;;Broken clouds (60-90%) 7500 m;16.0;17.0
30.05.2022 23:53;24.0;744.4;761.2;61;Wind blowing from the south;5;;;;Broken clouds (60-90%) 7500 m;16.0;16.0
30.05.2022 22:53;24.0;744.2;761.0;61;Wind blowing from the south;3;;;;Broken clouds (60-90%) 7500 m;16.0;16.0
30.05.2022 21:53;26.0;744.3;761.0;54;Wind blowing from the south;4;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 20:53;26.0;744.0;760.7;54;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 19:53;27.0;743.9;760.5;51;Wind blowing from the south;4;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 18:53;29.0;744.0;760.5;45;Wind blowing from the south;6;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 17:53;30.0;743.8;760.2;43;Wind blowing from the south-southwest;8;12;;;Few clouds (10-30%) 7500 m;16.0;16.0
30.05.2022 16:53;31.0;744.1;760.5;40;Wind blowing from the south-southwest;8;12;;;Few clouds (10-30%) 1500 m, few clouds (10-30%) 7500 m;16.0;16.0
30.05.2022 15:53;31.0;744.3;760.7;40;Wind blowing from the south-southwest;8;12;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 14:53;31.0;744.6;761.0;40;Wind blowing from the south-southwest;7;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 13:53;31.0;744.8;761.2;40;Wind blowing from the south-southwest;8;;;;Scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 12:53;30.0;745.2;761.7;40;Wind blowing from the south-southwest;10;13;;;Few clouds (10-30%) 7500 m;16.0;15.0
30.05.2022 11:53;29.0;745.2;761.7;43;Wind blowing from the south-west;10;13;;;Few clouds (10-30%) 7500 m;16.0;15.0
30.05.2022 10:53;28.0;745.4;762.0;48;Wind blowing from the south-west;8;12;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 7500 m;16.0;16.0
30.05.2022 9:53;27.0;745.4;762.0;54;Wind blowing from the south-west;7;;;;Scattered clouds (40-50%) 7500 m;16.0;17.0
30.05.2022 8:53;25.0;745.7;762.5;65;Wind blowing from the south-west;3;;;;Few clouds (10-30%) 7500 m;16.0;18.0
30.05.2022 7:53;23.0;745.4;762.3;69;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 4200 m, scattered clouds (40-50%) 6000 m;16.0;17.0
30.05.2022 6:53;21.0;745.0;762.0;78;Wind blowing from the south-southwest;2;;;;Few clouds (10-30%) 2700 m, few clouds (10-30%) 4200 m, scattered clouds (40-50%) 6000 m;16.0;17.0
30.05.2022 5:53;18.0;744.6;761.7;88;Wind blowing from the south;2;;;;Few clouds (10-30%) 2700 m, scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 6000 m;16.0;16.0
30.05.2022 4:53;18.0;744.4;761.5;94;Wind blowing from the south;4;;;;Scattered clouds (40-50%) 4200 m, broken clouds (60-90%) 6000 m;14.0;17.0
30.05.2022 3:53;18.0;744.4;761.5;88;Wind blowing from the south;2;;;;Broken clouds (60-90%) 6000 m;16.0;16.0
30.05.2022 2:53;18.0;744.1;761.2;88;Wind blowing from the south;2;;;;Broken clouds (60-90%) 6000 m;16.0;16.0
30.05.2022 1:53;20.0;744.0;761.0;78;Wind blowing from the south-southeast;3;;;;Scattered clouds (40-50%) 6000 m;16.0;16.0
30.05.2022 0:53;19.0;744.1;761.2;88;Wind blowing from the south;3;;;;Scattered clouds (40-50%) 6000 m;16.0;17.0
29.05.2022 23:53;21.0;744.5;761.5;73;Wind blowing from the south-southeast;3;;;;Scattered clouds (40-50%) 6000 m;16.0;16.0
29.05.2022 22:53;19.0;744.1;761.2;83;Wind blowing from the south;2;;;;Scattered clouds (40-50%) 6000 m;16.0;16.0
29.05.2022 21:53;21.0;744.2;761.2;73;Wind blowing from the south-southeast;2;;;;Broken clouds (60-90%) 6000 m;16.0;16.0
29.05.2022 20:53;22.0;743.8;760.7;61;Wind blowing from the south-east;4;;;;Broken clouds (60-90%) 6000 m;16.0;14.0
29.05.2022 19:53;22.0;743.8;760.7;65;Wind blowing from the south-southeast;5;;;;Broken clouds (60-90%) 7500 m;16.0;15.0
29.05.2022 18:53;23.0;743.7;760.5;65;Wind blowing from the south-southeast;5;;;;Few clouds (10-30%) 4500 m, broken clouds (60-90%) 7500 m;16.0;16.0
29.05.2022 17:53;24.0;743.7;760.5;61;Wind blowing from the south-southeast;5;;;;Broken clouds (60-90%) 7500 m;16.0;16.0
29.05.2022 16:53;25.0;743.8;760.5;57;Wind blowing from the south-southeast;6;;;;Broken clouds (60-90%) 7500 m;16.0;16.0
29.05.2022 15:53;26.0;744.0;760.7;54;Wind blowing from the south-southeast;5;9;;;Few clouds (10-30%) 1200 m, broken clouds (60-90%) 7500 m;16.0;16.0
29.05.2022 14:53;26.0;744.0;760.7;54;Wind blowing from the south;5;10;;;Few clouds (10-30%) 1050 m, broken clouds (60-90%) 7500 m;16.0;16.0
29.05.2022 13:53;25.0;744.5;761.2;61;Wind blowing from the south-southeast;4;10;;;Few clouds (10-30%) 1050 m, few clouds (10-30%) 7500 m;16.0;17.0
29.05.2022 12:53;24.0;744.7;761.5;61;Wind blowing from the south-southeast;6;;;;Scattered clouds (40-50%) 1050 m, scattered clouds (40-50%) 7500 m;16.0;16.0
29.05.2022 11:53;24.0;744.9;761.7;61;Wind blowing from the south;6;9;;;Broken clouds (60-90%) 1050 m, broken clouds (60-90%) 7500 m;16.0;16.0
29.05.2022 10:53;24.0;744.9;761.7;61;Wind blowing from the south;8;;;;Few clouds (10-30%) 960 m, few clouds (10-30%) 7500 m;16.0;16.0
29.05.2022 9:53;22.0;745.1;762.0;65;Wind blowing from the south-southwest;5;;;;Few clouds (10-30%) 840 m, few clouds (10-30%) 3900 m;16.0;15.0
29.05.2022 8:53;21.0;745.3;762.3;69;Wind blowing from the south-southwest;6;10;;;Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 3300 m;16.0;15.0
29.05.2022 7:53;19.0;744.9;762.0;83;Wind blowing from the south;4;;;;Scattered clouds (40-50%) 3300 m, scattered clouds (40-50%) 6900 m;16.0;16.0
29.05.2022 6:53;17.0;744.8;762.0;83;Wind blowing from the south;3;;;;Few clouds (10-30%) 3300 m, broken clouds (60-90%) 4500 m, broken clouds (60-90%) 7200 m;16.0;14.0
29.05.2022 5:53;16.0;744.4;761.7;88;Calm, no wind;0;;;;Broken clouds (60-90%) 3300 m, broken clouds (60-90%) 4200 m, broken clouds (60-90%) 7200 m;11.0;14.0
29.05.2022 4:53;16.0;744.0;761.2;88;Wind blowing from the south-southwest;2;;Mist;;Broken clouds (60-90%) 3600 m, broken clouds (60-90%) 7200 m;9.0;14.0
29.05.2022 3:53;16.0;743.5;760.7;88;Wind blowing from the south;2;;;;Few clouds (10-30%) 3300 m;14.0;14.0
29.05.2022 2:53;16.0;743.0;760.2;88;Wind blowing from the south-southeast;2;;;;Scattered clouds (40-50%) 3300 m, scattered clouds (40-50%) 3900 m;16.0;14.0
29.05.2022 1:53;17.0;743.3;760.5;83;Calm, no wind;0;;;;Few clouds (10-30%) 3300 m, broken clouds (60-90%) 3900 m, broken clouds (60-90%) 5400 m;16.0;14.0
29.05.2022 0:53;17.0;743.3;760.5;77;Wind blowing from the south;2;;;;Broken clouds (60-90%) 3900 m, broken clouds (60-90%) 4800 m;16.0;13.0
28.05.2022 23:53;17.0;743.3;760.5;77;Wind blowing from the south-southeast;3;;;;Broken clouds (60-90%) 4800 m;16.0;13.0
28.05.2022 22:53;17.0;743.3;760.5;83;Calm, no wind;0;;;;Scattered clouds (40-50%) 4500 m;16.0;14.0
28.05.2022 21:53;18.0;743.4;760.5;78;Wind blowing from the south;2;;;;Broken clouds (60-90%) 5400 m;16.0;14.0
28.05.2022 20:53;18.0;742.6;759.7;73;Wind blowing from the south;3;;;;Broken clouds (60-90%) 5400 m, broken clouds (60-90%) 7500 m;16.0;13.0
28.05.2022 19:53;19.0;742.5;759.5;68;Wind blowing from the south;4;;;;Scattered clouds (40-50%) 4500 m, broken clouds (60-90%) 7500 m;16.0;13.0
28.05.2022 18:53;21.0;742.6;759.5;64;Wind blowing from the south;4;;;;Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 4800 m, broken clouds (60-90%) 7500 m;16.0;14.0
28.05.2022 17:53;23.0;742.7;759.5;47;Wind blowing from the west;3;;;;Few clouds (10-30%) 1500 m, broken clouds (60-90%) 6000 m;16.0;11.0
28.05.2022 16:53;23.0;742.7;759.5;47;Wind blowing from the west-southwest;3;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 6000 m;16.0;11.0
28.05.2022 15:53;23.0;742.9;759.7;50;variable wind direction;3;;;;Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 6000 m;16.0;12.0
28.05.2022 14:53;23.0;743.2;760.0;50;Wind blowing from the west;2;;;;Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 6000 m;16.0;12.0
28.05.2022 13:53;22.0;743.1;760.0;50;Calm, no wind;0;;;;Scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 7500 m;16.0;11.0
28.05.2022 12:53;21.0;743.1;760.0;53;variable wind direction;3;;;;Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 7500 m;16.0;11.0
28.05.2022 11:53;19.0;743.1;760.2;56;Calm, no wind;0;;;;Broken clouds (60-90%) 1200 m, broken clouds (60-90%) 7500 m;16.0;10.0
28.05.2022 10:53;19.0;743.1;760.2;60;Wind blowing from the west-northwest;3;;;;Broken clouds (60-90%) 1350 m, broken clouds (60-90%) 6900 m;16.0;11.0
28.05.2022 9:53;19.0;743.0;760.0;60;Wind blowing from the west-northwest;3;;;;Broken clouds (60-90%) 1050 m, broken clouds (60-90%) 6900 m;16.0;11.0
28.05.2022 8:53;18.0;742.9;760.0;73;variable wind direction;3;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 6900 m;16.0;13.0
28.05.2022 7:53;17.0;742.8;760.0;77;Wind blowing from the north-west;3;;;;Few clouds (10-30%) 450 m, broken clouds (60-90%) 1050 m, broken clouds (60-90%) 1500 m;16.0;13.0
28.05.2022 6:53;15.0;742.4;759.7;88;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 450 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1200 m;16.0;13.0
28.05.2022 5:53;14.0;741.7;759.0;94;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 600 m, broken clouds (60-90%) 1050 m;16.0;13.0
28.05.2022 4:53;13.0;741.0;758.4;94;Wind blowing from the west-northwest;2;;;;Scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 7500 m;16.0;12.0
28.05.2022 3:53;14.0;740.6;757.9;94;Wind blowing from the west-northwest;2;;;;Broken clouds (60-90%) 1200 m;16.0;13.0
28.05.2022 2:53;14.0;740.4;757.7;88;Wind blowing from the north-west;2;;;;Few clouds (10-30%) 1050 m, broken clouds (60-90%) 2250 m;16.0;12.0
28.05.2022 1:53;14.0;739.9;757.2;94;Calm, no wind;0;;;;Few clouds (10-30%) 1200 m, overcast (100%) 1500 m;16.0;13.0
28.05.2022 0:53;14.0;739.9;757.2;88;Wind blowing from the north;3;;;;Overcast (100%) 1200 m;16.0;12.0
27.05.2022 23:53;14.0;739.9;757.2;88;Wind blowing from the north-east;3;;;;Few clouds (10-30%) 840 m, overcast (100%) 1050 m;16.0;12.0
27.05.2022 22:53;14.0;739.9;757.2;88;Wind blowing from the north-northeast;4;;;;Scattered clouds (40-50%) 600 m, overcast (100%) 900 m;16.0;12.0
27.05.2022 22:47;14.0;739.9;757.2;94;Wind blowing from the north-northeast;4;;;;Scattered clouds (40-50%) 600 m, overcast (100%) 900 m;16.0;13.0
27.05.2022 21:53;14.0;739.6;756.9;88;Wind blowing from the north-east;5;;Light rain, mist;;Few clouds (10-30%) 210 m, broken clouds (60-90%) 600 m, overcast (100%) 900 m;9.0;12.0
27.05.2022 21:44;14.0;739.4;756.7;88;Wind blowing from the north-east;6;;Light rain, mist;;Scattered clouds (40-50%) 210 m, overcast (100%) 480 m;8.0;12.0
27.05.2022 20:53;16.0;739.1;756.2;88;Wind blowing from the east-northeast;7;;;;Broken clouds (60-90%) 180 m, overcast (100%) 450 m;16.0;14.0
27.05.2022 20:49;16.0;739.1;756.2;88;Wind blowing from the north-east;5;;;;Broken clouds (60-90%) 180 m, overcast (100%) 450 m;14.0;14.0
27.05.2022 20:32;16.0;738.8;755.9;88;Wind blowing from the east-northeast;7;12;;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 450 m, overcast (100%) 1650 m;14.0;14.0
27.05.2022 19:53;18.0;738.7;755.7;88;Wind blowing from the north-northeast;3;;;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 3000 m, overcast (100%) 6000 m;16.0;16.0
27.05.2022 18:53;19.0;738.5;755.4;83;Wind blowing from the north-west;2;;;;Scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 2400 m, overcast (100%) 2850 m;16.0;16.0
27.05.2022 17:53;18.0;737.9;754.9;83;Wind blowing from the north-east;2;;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 3000 m, overcast (100%) 6000 m;16.0;15.0
27.05.2022 17:44;18.0;737.9;754.9;78;variable wind direction;3;8;;;Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 3000 m, overcast (100%) 6000 m;16.0;14.0
27.05.2022 16:53;22.0;737.7;754.4;65;Wind blowing from the south-west;5;;Thunderstorm;;Scattered clouds (40-50%) 1500 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m, broken clouds (60-90%) 6000 m;16.0;15.0
27.05.2022 16:48;22.0;737.8;754.6;61;Wind blowing from the south;5;;Thunderstorm;;Scattered clouds (40-50%) 1500 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m, broken clouds (60-90%) 6000 m;16.0;14.0
27.05.2022 15:53;24.0;737.3;753.9;50;Wind blowing from the south-southwest;6;;;;Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 6900 m;16.0;13.0
27.05.2022 14:53;25.0;737.5;754.1;51;Wind blowing from the south-southwest;6;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 6900 m;16.0;14.0
27.05.2022 13:53;24.0;737.5;754.1;54;Wind blowing from the south-southwest;6;;;;Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 6900 m;16.0;14.0
27.05.2022 12:53;24.0;737.8;754.4;54;Wind blowing from the south-west;5;;;;Scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 2100 m;16.0;14.0
27.05.2022 11:53;23.0;737.9;754.6;61;Wind blowing from the south-west;6;;;;Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m;16.0;15.0
27.05.2022 10:53;22.0;738.3;755.1;69;Wind blowing from the south-southwest;6;;;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m;16.0;16.0
27.05.2022 10:34;22.0;738.3;755.1;69;Wind blowing from the south-southwest;4;;;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m;16.0;16.0
27.05.2022 9:53;20.0;738.5;755.4;78;Wind blowing from the south-southwest;4;;;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 810 m, broken clouds (60-90%) 1050 m;16.0;16.0
27.05.2022 8:53;19.0;738.5;755.4;88;Wind blowing from the south-west;5;;;;Few clouds (10-30%) 300 m, overcast (100%) 750 m;16.0;17.0
27.05.2022 8:26;19.0;738.8;755.7;88;Wind blowing from the south-west;4;;;;Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, overcast (100%) 1500 m;16.0;17.0
27.05.2022 7:53;19.0;738.8;755.7;88;Wind blowing from the south-southwest;4;;;;Few clouds (10-30%) 360 m, broken clouds (60-90%) 900 m, overcast (100%) 1650 m;14.0;17.0
27.05.2022 7:45;19.0;738.8;755.7;88;Wind blowing from the south-southwest;3;;;;Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m, overcast (100%) 1650 m;14.0;17.0
27.05.2022 6:53;18.0;738.9;755.9;94;Wind blowing from the south;3;;Light rain, mist;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 750 m, overcast (100%) 1650 m;9.0;17.0
27.05.2022 6:35;18.0;738.9;755.9;94;Wind blowing from the south;4;;Light rain, mist;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 750 m, overcast (100%) 1650 m;9.0;17.0
27.05.2022 5:53;18.0;738.7;755.7;94;Wind blowing from the south;3;;Mist;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1050 m, overcast (100%) 1650 m;8.0;17.0
27.05.2022 5:34;18.0;738.7;755.7;94;Wind blowing from the south;2;;Mist;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1050 m, overcast (100%) 1650 m;9.0;17.0
27.05.2022 5:09;18.0;738.4;755.4;94;Wind blowing from the south-southeast;2;;Mist;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 600 m, overcast (100%) 1500 m;9.0;17.0
27.05.2022 4:53;18.0;738.4;755.4;94;Wind blowing from the south-southeast;2;;Mist;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 360 m, overcast (100%) 1350 m;9.0;17.0
27.05.2022 4:21;18.0;738.4;755.4;94;Wind blowing from the south-southeast;3;;Mist;;Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 360 m, overcast (100%) 1350 m;9.0;17.0
27.05.2022 3:53;18.0;738.4;755.4;94;Wind blowing from the south-southeast;2;;Mist;;Broken clouds (60-90%) 240 m, broken clouds (60-90%) 360 m, overcast (100%) 1350 m;6.0;17.0
27.05.2022 3:17;18.0;738.4;755.4;94;Wind blowing from the east-southeast;2;;Mist;;Broken clouds (60-90%) 240 m, broken clouds (60-90%) 360 m, overcast (100%) 1350 m;4.0;17.0
27.05.2022 2:53;17.0;738.6;755.7;100;Calm, no wind;0;;Mist;;Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 330 m, overcast (100%) 750 m;6.0;17.0
27.05.2022 2:28;17.0;738.8;755.9;100;Wind blowing from the south;2;;Mist;;Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 330 m, overcast (100%) 750 m;6.0;17.0
27.05.2022 1:53;17.0;739.1;756.2;100;Calm, no wind;0;;Mist;;Broken clouds (60-90%) 240 m, overcast (100%) 600 m;8.0;17.0
27.05.2022 1:19;17.0;739.1;756.2;100;Calm, no wind;0;;Light rain, mist;;Broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m, overcast (100%) 2700 m;6.0;17.0
27.05.2022 1:07;17.0;739.3;756.4;100;Wind blowing from the south;2;;Light rain, mist;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 1050 m, overcast (100%) 3300 m;8.0;17.0
27.05.2022 0:53;17.0;739.1;756.2;94;Calm, no wind;0;;Light rain, mist;;Few clouds (10-30%) 750 m, broken clouds (60-90%) 1950 m, overcast (100%) 4200 m;8.0;16.0
27.05.2022 0:32;17.0;739.6;756.7;100;Wind blowing from the south;2;;Light rain;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1950 m, overcast (100%) 4200 m;11.0;17.0
27.05.2022 0:12;17.0;739.8;756.9;100;Wind blowing from the south;2;;Light rain, mist;;Few clouds (10-30%) 150 m, broken clouds (60-90%) 750 m, overcast (100%) 3000 m;8.0;17.0
26.05.2022 23:53;17.0;739.8;756.9;100;Wind blowing from the south;3;;Light rain, mist;;Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 1050 m, overcast (100%) 3000 m;4.0;17.0
26.05.2022 22:53;18.0;740.2;757.2;94;Wind blowing from the south;3;;Mist;;Few clouds (10-30%) 150 m, overcast (100%) 3600 m;8.0;17.0
26.05.2022 22:00;18.0;740.4;757.4;94;Wind blowing from the south;4;;Mist;;Few clouds (10-30%) 150 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m;4.0;17.0
26.05.2022 21:53;18.0;740.4;757.4;94;Wind blowing from the south;3;;Mist;;Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, overcast (100%) 2100 m;4.0;17.0
26.05.2022 21:13;18.0;740.2;757.2;94;Wind blowing from the south;4;;Light rain;;Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, overcast (100%) 2100 m;14.0;17.0
26.05.2022 20:53;18.0;740.2;757.2;94;Wind blowing from the south;5;;;;Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m, overcast (100%) 900 m;12.0;17.0
26.05.2022 19:53;19.0;739.4;756.4;94;Wind blowing from the south;4;;;;Overcast (100%) 300 m;16.0;18.0
26.05.2022 18:53;19.0;739.7;756.7;94;Wind blowing from the south-southeast;3;;;;Broken clouds (60-90%) 270 m, overcast (100%) 750 m;12.0;18.0
26.05.2022 18:00;21.0;739.8;756.7;88;Wind blowing from the east-southeast;4;;;;Few clouds (10-30%) 360 m, broken clouds (60-90%) 750 m, overcast (100%) 1200 m;16.0;19.0
26.05.2022 17:53;21.0;739.8;756.7;88;Wind blowing from the east-southeast;4;;;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m, overcast (100%) 3300 m;16.0;19.0
26.05.2022 16:53;21.0;740.5;757.4;88;Wind blowing from the south;3;;;;Few clouds (10-30%) 270 m, scattered clouds (40-50%) 750 m, overcast (100%) 1500 m;16.0;19.0
26.05.2022 16:13;21.0;740.8;757.7;94;Wind blowing from the south;4;;Light rain;;Few clouds (10-30%) 270 m, scattered clouds (40-50%) 750 m, overcast (100%) 1500 m;4.0;20.0
26.05.2022 15:53;21.0;741.0;757.9;88;Wind blowing from the south;2;;Light rain, mist;;Few clouds (10-30%) 270 m, broken clouds (60-90%) 600 m, overcast (100%) 1200 m;3.0;19.0
26.05.2022 15:33;21.0;741.0;757.9;88;Wind blowing from the south;3;;Rain, mist;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 450 m, overcast (100%) 1350 m;4.0;19.0
26.05.2022 14:53;21.0;741.3;758.2;88;Wind blowing from the south-southwest;6;;Light rain, mist;;Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 750 m, overcast (100%) 1800 m;4.0;19.0
26.05.2022 14:47;21.0;741.3;758.2;88;Wind blowing from the south;6;;Light rain, mist;;Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 600 m, overcast (100%) 1950 m;3.0;19.0
26.05.2022 14:40;21.0;741.3;758.2;88;Wind blowing from the south;5;;Light rain, mist;;Few clouds (10-30%) 270 m, broken clouds (60-90%) 450 m, overcast (100%) 2250 m;4.0;19.0
26.05.2022 14:28;21.0;741.5;758.4;88;Wind blowing from the south;7;;Light rain, mist;;Broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m, overcast (100%) 2250 m;4.0;19.0
26.05.2022 13:53;22.0;741.6;758.4;83;Wind blowing from the south;6;;Light rain;;Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1350 m, overcast (100%) 2100 m;12.0;19.0
26.05.2022 13:15;22.0;741.9;758.7;78;Wind blowing from the south;7;;Light rain;;Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m, overcast (100%) 3600 m;12.0;18.0
26.05.2022 12:53;23.0;741.9;758.7;78;Wind blowing from the south;9;;;;Broken clouds (60-90%) 750 m, broken clouds (60-90%) 1200 m, overcast (100%) 1800 m;14.0;19.0
26.05.2022 11:53;24.0;742.3;759.0;78;Wind blowing from the south;5;;;;Broken clouds (60-90%) 750 m, overcast (100%) 1500 m;16.0;20.0
26.05.2022 10:53;23.0;742.7;759.5;78;Wind blowing from the south;7;;;;Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m, overcast (100%) 1500 m;16.0;19.0
26.05.2022 10:23;23.0;742.7;759.5;78;Wind blowing from the south;7;;;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 900 m, overcast (100%) 1440 m;16.0;19.0
26.05.2022 9:53;23.0;742.7;759.5;78;Wind blowing from the south;9;11;;;Scattered clouds (40-50%) 450 m, overcast (100%) 810 m;16.0;19.0
26.05.2022 9:34;22.0;742.6;759.5;83;Wind blowing from the south;5;;;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 810 m, overcast (100%) 1200 m;16.0;19.0
26.05.2022 8:53;22.0;742.8;759.7;83;Wind blowing from the south-southwest;7;;;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1050 m, overcast (100%) 3000 m;16.0;19.0
26.05.2022 8:20;21.0;743.1;760.0;88;Wind blowing from the south-southwest;7;;;;Broken clouds (60-90%) 600 m, overcast (100%) 1050 m;16.0;19.0
26.05.2022 7:53;21.0;743.3;760.2;88;Wind blowing from the south;6;;;;Scattered clouds (40-50%) 600 m, overcast (100%) 1050 m;16.0;19.0
26.05.2022 6:53;19.0;743.0;760.0;94;Wind blowing from the south;4;;;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2100 m, overcast (100%) 5100 m;16.0;18.0
26.05.2022 6:11;19.0;743.0;760.0;94;Wind blowing from the south;5;;Light rain;;Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2100 m, overcast (100%) 5100 m;12.0;18.0
26.05.2022 5:53;19.0;742.7;759.7;94;Wind blowing from the south;4;;Light rain, mist;;Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 750 m, overcast (100%) 1950 m;8.0;18.0
26.05.2022 5:34;19.0;742.7;759.7;94;Wind blowing from the south;5;;Light rain, mist;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m, overcast (100%) 1950 m;4.0;18.0
